userId,movieId,rating,timestamp
1,3253,5.0,964981107
1,1208,4.0,964983250
1,2090,5.0,964982838
1,3176,1.0,964983504
1,2628,4.0,964980523
1,163,5.0,964983650
1,1517,5.0,964981107
1,1573,5.0,964982290
1,780,3.0,964984086
1,2273,4.0,964982310
1,2596,5.0,964981144
1,1049,5.0,964982400
1,543,4.0,964981179
1,2338,2.0,964983546
1,101,5.0,964980868
1,1258,3.0,964983414
1,590,4.0,964982546
1,1220,5.0,964981909
1,1196,5.0,964981827
1,1777,4.0,964981230
1,3053,5.0,964984086
1,1032,5.0,964982791
1,2529,5.0,964982242
1,2948,5.0,964982191
1,3671,5.0,964981589
1,648,3.0,964982563
1,3243,3.0,964981093
1,1552,4.0,964982620
1,2046,4.0,964982563
1,2761,5.0,964982703
1,1224,5.0,964984018
1,1298,5.0,964984086
1,2099,4.0,964982588
1,733,4.0,964982400
1,2700,5.0,964980985
1,362,5.0,964982588
1,1127,4.0,964982513
1,2389,2.0,964983094
1,70,3.0,964982400
1,50,5.0,964982931
1,3273,5.0,964983536
1,1804,5.0,964983034
1,3062,4.0,964981872
1,553,5.0,964984153
1,2648,4.0,964983414
1,235,4.0,964980908
1,260,5.0,964981680
1,1009,3.0,964981775
1,2580,5.0,964983000
1,2000,4.0,964982211
1,1042,4.0,964981179
1,1206,5.0,964983737
1,480,4.0,964982346
1,231,5.0,964981179
1,2096,4.0,964982838
1,3441,5.0,964982328
1,2641,5.0,964982620
1,2048,5.0,964982791
1,1732,5.0,964981125
1,3450,5.0,964981144
1,2459,5.0,964983414
1,2387,5.0,964983123
1,2947,5.0,964982176
1,2414,3.0,964982513
1,3729,5.0,964982363
1,1625,5.0,964983504
1,2174,4.0,964981680
1,2858,5.0,964980868
1,919,5.0,964982475
1,3703,5.0,964981909
1,1080,5.0,964981327
1,2353,5.0,964983861
1,1092,5.0,964983484
1,2268,4.0,964982989
1,1793,4.0,964981404
1,349,4.0,964982563
1,367,4.0,964981710
1,2253,2.0,964981775
1,296,3.0,964982967
1,608,5.0,964982931
1,1265,4.0,964983599
1,940,5.0,964982176
1,1587,5.0,964982346
1,2033,5.0,964982903
1,2571,5.0,964981888
1,2116,5.0,964982876
1,1270,5.0,964983705
1,1060,4.0,964980924
1,3479,4.0,964981725
1,1256,5.0,964981442
1,2105,4.0,964981725
1,2987,5.0,964982495
1,2716,5.0,964983414
