userId,movieId,rating,timestamp
1,1210,5.0,964980499
1,804,4.0,964980499
1,2018,5.0,964980523
1,2628,4.0,964980523
1,2826,4.0,964980523
1,3578,5.0,964980668
1,3617,4.0,964980683
1,3744,4.0,964980694
1,2858,5.0,964980868
1,101,5.0,964980868
1,441,4.0,964980868
1,1473,4.0,964980875
1,2997,4.0,964980896
1,235,4.0,964980908
1,1060,4.0,964980924
1,356,4.0,964980962
1,223,3.0,964980985
1,1500,4.0,964980985
1,2700,5.0,964980985
1,2395,5.0,964981093
1,3243,3.0,964981093
1,3253,5.0,964981107
1,1517,5.0,964981107
1,1580,3.0,964981125
1,1732,5.0,964981125
1,2596,5.0,964981144
1,3450,5.0,964981144
1,1042,4.0,964981179
1,543,4.0,964981179
1,231,5.0,964981179
1,333,5.0,964981179
1,500,3.0,964981208
1,216,5.0,964981208
1,3052,5.0,964981208
1,3809,4.0,964981220
1,1777,4.0,964981230
1,3,4.0,964981247
1,2542,5.0,964981265
1,2502,5.0,964981278
1,1136,5.0,964981327
1,1080,5.0,964981327
1,1793,4.0,964981404
2,318,3.0,1445714835
2,79132,4.0,1445714841
2,131724,5.0,1445714851
2,115713,3.5,1445714854
2,99114,3.5,1445714874
2,112552,4.0,1445714882
2,3578,4.0,1445714885
2,91529,3.5,1445714891
2,74458,4.0,1445714926
3,1275,3.5,1306463323
3,2105,2.0,1306463559
3,1371,3.0,1306463561
3,914,0.5,1306463567
3,1263,0.5,1306463569
3,2080,0.5,1306463572
3,31,0.5,1306463578
3,720,0.5,1306463595
4,171,3.0,945078428
4,902,4.0,945078446
4,1304,3.0,945078467
4,417,2.0,945078467
4,2351,4.0,945078467
4,2959,2.0,945078528
4,2712,2.0,945078542
4,162,5.0,945078571
4,599,2.0,945078587
4,759,3.0,945078601
4,538,5.0,945078636
4,368,4.0,945078690
4,1283,5.0,945078690
4,2019,2.0,945078690
4,2921,4.0,945078708
4,2843,5.0,945078814
4,2583,5.0,945078863
4,2973,2.0,945078946
4,1079,2.0,945078946
4,1967,5.0,945078967
4,1199,2.0,945078967
4,2692,5.0,945079013
4,2076,4.0,945079052
4,215,5.0,945079078
4,800,4.0,945079106
4,509,1.0,945079106
4,1733,5.0,945079143
4,2390,5.0,945079164
4,319,5.0,945079182
4,1025,4.0,945079232
4,190,2.0,945079259
4,457,5.0,945079259
4,260,5.0,945079259
4,1084,5.0,945079259
4,553,2.0,945079301
4,1073,4.0,945079483
5,592,3.0,847434747
5,590,5.0,847434747
5,296,5.0,847434748
5,380,2.0,847434748
5,150,3.0,847434748
5,457,4.0,847434801
5,588,4.0,847434801
5,344,3.0,847434802
5,153,3.0,847434802
6,590,5.0,845553109
6,592,3.0,845553109
6,296,2.0,845553110
6,150,4.0,845553110
6,380,4.0,845553110
6,344,3.0,845553146
6,349,5.0,845553146
6,588,5.0,845553146
6,153,3.0,845553146
6,165,3.0,845553146
6,457,5.0,845553174
6,593,4.0,845553174
6,316,5.0,845553174
6,231,3.0,845553174
6,595,5.0,845553174
6,434,4.0,845553200
6,480,5.0,845553200
6,318,5.0,845553200
6,329,4.0,845553200
6,356,5.0,845553200
6,161,3.0,845553253
6,292,4.0,845553253
6,208,3.0,845553253
6,10,3.0,845553253
6,339,4.0,845553253
6,288,2.0,845553283
6,253,3.0,845553283
6,185,3.0,845553283
6,454,4.0,845553283
6,110,5.0,845553283
6,47,4.0,845553317
6,589,3.0,845553317
6,364,5.0,845553317
6,377,5.0,845553317
6,367,4.0,845553317
6,597,4.0,845553354
6,500,5.0,845553354
6,410,3.0,845553354
6,34,4.0,845553354
6,50,1.0,845553381
6,587,5.0,845553381
6,225,4.0,845553381
6,19,2.0,845553382
